data_ora;rad;temperatura;elevazione;;;
2023-03-01 03:26:54.951;3716;40.29;35;;;
2023-03-01 03:26:55.138;3722;40.29;35;;;
2023-03-01 03:26:55.357;3719;40.29;35;;;
2023-03-01 03:26:55.560;3721;40.29;35;;;
2023-03-01 03:26:55.763;3690;40.29;35;;;
2023-03-01 03:26:55.982;3713;40.29;35;;;
2023-03-01 03:26:56.201;3723;40.29;35;;;
2023-03-01 03:26:56.404;3722;40.29;35;;;
2023-03-01 03:26:56.607;3725;40.29;35;;;
2023-03-01 03:26:56.826;3717;40.32;35;;;
2023-03-01 03:26:57.029;3727;40.32;35;;;
2023-03-01 03:26:57.232;3727;40.32;35;;;
2023-03-01 03:26:57.451;3709;40.32;35;;;
2023-03-01 03:26:57.622;3713;40.32;35;;;
2023-03-01 03:26:57.841;3721;40.32;35;;;
2023-03-01 03:26:58.044;3709;40.32;35;;;
2023-03-01 03:26:58.247;3726;40.32;35;;;
2023-03-01 03:26:58.451;3720;40.32;35;;;
2023-03-01 03:26:58.654;3736;40.32;35;;;
2023-03-01 03:26:58.857;3742;40.32;35;;;
2023-03-01 03:26:59.060;3732;40.32;35;;;
2023-03-01 03:26:59.279;3738;40.32;35;;;
2023-03-01 03:26:59.482;3737;40.35;35;;;
2023-03-01 03:26:59.685;3715;40.35;35;;;
2023-03-01 03:26:59.904;3719;40.35;35;;;
2023-03-01 03:27:00.122;3717;40.35;35;;;
2023-03-01 03:27:00.325;3737;40.35;35;;;
2023-03-01 03:27:00.544;3724;40.35;35;;;
2023-03-01 03:27:00.747;3722;40.35;35;;;
2023-03-01 03:27:00.950;3708;40.35;35;;;
2023-03-01 03:27:01.169;3716;40.35;35;;;
2023-03-01 03:27:01.372;3700;40.35;35;;;
2023-03-01 03:27:01.544;3712;40.35;35;;;
2023-03-01 03:27:01.747;3692;40.35;35;;;
2023-03-01 03:27:01.966;3712;40.35;35;;;
2023-03-01 03:27:02.169;3710;40.35;35;;;
2023-03-01 03:27:02.372;3709;40.35;35;;;
2023-03-01 03:27:02.575;3686;40.38;35;;;
2023-03-01 03:27:02.778;3698;40.38;35;;;
2023-03-01 03:27:02.997;3717;40.38;35;;;
2023-03-01 03:27:03.200;3711;40.38;35;;;
2023-03-01 03:27:03.403;3705;40.38;35;;;
2023-03-01 03:27:03.607;3691;40.38;35;;;
2023-03-01 03:27:03.825;3700;40.38;35;;;
2023-03-01 03:27:04.044;3697;40.38;35;;;
2023-03-01 03:27:04.247;3707;40.38;35;;;
2023-03-01 03:27:04.466;3714;40.38;35;;;
2023-03-01 03:27:04.669;3721;40.38;35;;;
2023-03-01 03:27:04.872;3714;40.38;35;;;
2023-03-01 03:27:05.091;3707;40.38;35;;;
2023-03-01 03:27:05.294;3730;40.38;35;;;
2023-03-01 03:27:05.466;3721;40.38;35;;;
2023-03-01 03:27:05.685;3716;40.38;35;;;
2023-03-01 03:27:05.888;3725;40.38;35;;;
2023-03-01 03:27:06.091;3723;40.38;35;;;
2023-03-01 03:27:06.294;3710;40.38;35;;;
2023-03-01 03:27:06.497;3713;40.38;35;;;
2023-03-01 03:27:06.700;3712;40.38;35;;;
2023-03-01 03:27:06.903;3742;40.38;35;;;
2023-03-01 03:27:07.122;3716;40.38;35;;;
2023-03-01 03:27:07.325;3708;40.41;35;;;
2023-03-01 03:27:07.528;3702;40.41;35;;;
2023-03-01 03:27:07.747;3704;40.41;35;;;
2023-03-01 03:27:07.950;3707;40.41;35;;;
2023-03-01 03:27:08.169;3718;40.41;35;;;
2023-03-01 03:27:08.388;3715;40.41;35;;;
2023-03-01 03:27:08.591;3721;40.41;35;;;
2023-03-01 03:27:08.794;3711;40.41;35;;;
2023-03-01 03:27:09.013;3698;40.41;35;;;
2023-03-01 03:27:09.216;3714;40.41;35;;;
2023-03-01 03:27:09.388;3715;40.41;35;;;
2023-03-01 03:27:09.601;3694;40.41;35;;;
2023-03-01 03:27:09.804;3713;40.41;35;;;
2023-03-01 03:27:10.007;3690;40.41;35;;;
2023-03-01 03:27:10.210;3691;40.41;35;;;
2023-03-01 03:27:10.413;3708;40.41;35;;;
2023-03-01 03:27:10.632;3689;40.41;35;;;
2023-03-01 03:27:10.835;3692;40.41;35;;;
2023-03-01 03:27:11.038;3719;40.41;35;;;
2023-03-01 03:27:11.257;3704;40.41;35;;;
2023-03-01 03:27:11.460;3691;40.41;35;;;
2023-03-01 03:27:11.663;3686;40.41;35;;;
2023-03-01 03:27:11.882;3702;40.41;35;;;
